time_ms,battery_voltage,rssi_dbm,ble_conn_attempts,prime_calc_ms,cpu_cycles,latency_us
52468,3.9063,-45,2,7,16344720,68103
53484,3.9084,-36,1,7,16344720,68103
54502,3.9059,-35,1,7,16344720,68103
55517,3.9103,-50,2,7,16344720,68103
56532,3.9066,-57,2,7,16344720,68103
57547,3.9156,-50,1,7,16344720,68103
58562,3.9116,-59,1,7,16344720,68103
59577,3.9116,-53,2,7,16344720,68103
60595,3.9094,-53,1,7,16344720,68103
61611,3.9091,-52,2,7,16344720,68103
63212,3.9109,-37,2,7,32848560,136869
64229,3.9069,-53,1,7,32848560,136869
65244,3.9106,-48,2,7,32848560,136869
66259,3.8997,-38,2,7,32848560,136869
67275,3.9056,-43,0,7,32848560,136869
68295,3.9109,-37,1,7,32848560,136869
69310,3.9128,-40,2,7,32848560,136869
70324,3.9066,-40,2,7,32848560,136869
71340,3.8944,-36,1,7,32848560,136869
72356,3.9084,-53,2,7,32848560,136869
73524,3.9059,-50,2,7,32560560,135669
74539,3.9066,-51,2,7,32560560,135669
75554,3.9094,-56,1,7,32560560,135669
76570,3.91,-49,2,7,32560560,135669
77588,3.9028,-50,2,7,32560560,135669
79033,3.9081,-51,2,7,32560560,135669
80048,3.9047,-52,1,7,32560560,135669
81064,3.9056,-51,2,7,32560560,135669
82080,3.9059,-64,2,7,32560560,135669
83095,3.9091,-50,1,7,32560560,135669
84260,3.8994,-49,2,7,32102640,133761
85275,3.9069,-60,2,7,32102640,133761
86291,3.8922,-62,1,7,32102640,133761
87316,3.9072,-61,2,7,32102640,133761
88332,3.905,-56,2,7,32102640,133761
89351,3.905,-54,2,7,32102640,133761
90370,3.9056,-50,1,7,32102640,133761
91386,3.9038,-49,1,7,32102640,133761
92411,3.8944,-49,2,7,32102640,133761
93434,3.9025,-48,2,7,32102640,133761
95075,3.8966,-48,2,7,32698560,136244
96097,3.9056,-50,2,7,32698560,136244
97114,3.9022,-49,1,7,32698560,136244
98129,3.9091,-49,2,7,32698560,136244
99144,3.9028,-55,2,7,32698560,136244
100159,3.9072,-54,1,7,32698560,136244
101174,3.9069,-53,2,7,32698560,136244
102189,3.8991,-51,2,7,32698560,136244
103206,3.9044,-51,1,7,32698560,136244
104229,3.9063,-50,2,7,32698560,136244
105392,3.9047,-48,2,7,32042640,133511
106407,3.9075,-52,2,7,32042640,133511
107422,3.9041,-50,2,7,32042640,133511
108436,3.9019,-64,2,7,32042640,133511
109452,3.9053,-58,1,7,32042640,133511
110879,3.9056,-54,2,7,32042640,133511
111894,3.9063,-60,2,7,32042640,133511
112910,3.9056,-65,1,7,32042640,133511
113925,3.8991,-58,2,7,32042640,133511
114943,3.9031,-63,1,7,32042640,133511
116114,3.8922,-54,2,7,32649120,136038
117130,3.8934,-52,2,7,32649120,136038
118151,3.8981,-59,2,7,32649120,136038
119167,3.9028,-59,1,7,32649120,136038
120183,3.9016,-60,1,7,32649120,136038
121198,3.8972,-50,2,7,32649120,136038
122213,3.9025,-47,1,7,32649120,136038
123232,3.9019,-52,2,7,32649120,136038
124250,3.9022,-55,2,7,32649120,136038
125265,3.9031,-50,1,7,32649120,136038
127019,3.8997,-56,3,7,32496000,135400
128037,3.9038,-46,1,7,32496000,135400
129051,3.9063,-51,2,7,32496000,135400
130066,3.9044,-49,1,7,32496000,135400
131080,3.9003,-47,2,7,32496000,135400
132095,3.9019,-50,1,7,32496000,135400
133109,3.9041,-53,2,7,32496000,135400
134124,3.9022,-51,2,7,32496000,135400
135139,3.8903,-53,1,7,32496000,135400
136155,3.9016,-54,2,7,32496000,135400
137320,3.8991,-54,2,7,32337840,134741
138335,3.9006,-55,2,7,32337840,134741
139349,3.8991,-55,1,7,32337840,134741
140364,3.9044,-53,2,7,32337840,134741
141817,3.9019,-57,2,7,32337840,134741
142832,3.9013,-55,2,7,32337840,134741
143847,3.9047,-49,2,7,32337840,134741
144863,3.8978,-45,1,7,32337840,134741
145878,3.89,-50,2,7,32337840,134741
146900,3.8991,-44,2,7,32337840,134741
148063,3.8997,-59,2,7,31980480,133252
149079,3.8988,-52,2,7,31980480,133252
150094,3.9013,-51,2,7,31980480,133252
151110,3.9013,-58,1,7,31980480,133252
152125,3.9022,-52,2,7,31980480,133252
153143,3.8969,-50,2,7,31980480,133252
154159,3.9031,-50,1,7,31980480,133252
155179,3.9,-49,2,7,31980480,133252
156193,3.9009,-48,2,7,31980480,133252
157776,3.8988,-49,2,7,31980480,133252
158955,3.8991,-48,2,7,32688240,136201
159971,3.9025,-48,2,7,32688240,136201
160986,3.8978,-46,1,7,32688240,136201
162001,3.9003,-49,2,7,32688240,136201
163016,3.8994,-48,2,7,32688240,136201
164031,3.8991,-46,1,7,32688240,136201
165046,3.8991,-47,1,7,32688240,136201
166061,3.8856,-48,2,7,32688240,136201
167083,3.8978,-48,2,7,32688240,136201
168098,3.8991,-58,1,7,32688240,136201
169261,3.8994,-51,2,7,32367600,134865
170276,3.8953,-52,2,7,32367600,134865
171291,3.8866,-53,1,7,32367600,134865
172724,3.8994,-55,2,7,32367600,134865
173746,3.8991,-49,2,7,32367600,134865
174762,3.8997,-55,1,7,32367600,134865
175777,3.8969,-60,2,7,32367600,134865
176792,3.8956,-48,2,7,32367600,134865
177807,3.8938,-48,1,7,32367600,134865
178821,3.8956,-48,1,7,32367600,134865
179987,3.8828,-49,2,7,32510640,135461
181006,3.8969,-51,2,7,32510640,135461
182021,3.8931,-51,2,7,32510640,135461
183037,3.8975,-52,1,7,32510640,135461
184052,3.8944,-51,2,7,32510640,135461
185067,3.8975,-52,1,7,32510640,135461
186082,3.8953,-55,2,7,32510640,135461
187097,3.8959,-56,2,7,32510640,135461
188815,3.8938,-53,3,7,32510640,135461
189831,3.8969,-59,2,7,32510640,135461
190999,3.8981,-64,1,7,33026400,137610
192014,3.8959,-56,2,7,33026400,137610
193029,3.89,-56,2,7,33026400,137610
194044,3.8947,-56,1,7,33026400,137610
195059,3.8947,-52,2,7,33026400,137610
196075,3.8944,-54,1,7,33026400,137610
197090,3.8938,-55,2,7,33026400,137610
198105,3.8966,-59,1,7,33026400,137610
199120,3.8931,-57,2,7,33026400,137610
200137,3.8947,-56,1,7,33026400,137610
201307,3.8953,-53,2,7,33390960,139129
202322,3.8947,-49,2,7,33390960,139129
205197,3.8981,-48,4,7,33390960,139129
206213,3.8963,-52,2,7,33390960,139129
207228,3.8856,-49,1,7,33390960,139129
208244,3.8944,-51,2,7,33390960,139129
209259,3.8906,-49,1,7,33390960,139129
210275,3.8966,-49,2,7,33390960,139129
211439,3.8922,-49,2,7,32045280,133522
212455,3.8897,-58,0,7,32045280,133522
213471,3.8931,-55,2,7,32045280,133522
214486,3.8934,-51,2,7,32045280,133522
215502,3.8859,-55,1,7,32045280,133522
216521,3.8944,-58,1,7,32045280,133522
217538,3.8938,-54,2,7,32045280,133522
223720,3.8928,-55,9,7,32276400,134485
224736,3.8922,-56,2,7,32276400,134485
225752,3.8909,-54,2,7,32276400,134485
226769,3.8909,-56,1,7,32276400,134485
227784,3.8928,-53,2,7,32276400,134485
228801,3.8919,-57,2,7,32276400,134485
229816,3.8841,-55,1,7,32276400,134485
230831,3.8916,-59,2,7,32276400,134485
231845,3.8906,-57,2,7,32276400,134485
232860,3.8884,-59,1,7,32276400,134485
235244,3.8916,-60,3,7,32425920,135108
236265,3.8869,-58,1,7,32425920,135108
237287,3.89,-61,2,7,32425920,135108
238301,3.8919,-59,1,7,32425920,135108
239326,3.8913,-51,2,7,32425920,135108
240341,3.8825,-50,1,7,32425920,135108
241356,3.8816,-50,2,7,32425920,135108
242371,3.8897,-49,1,7,32425920,135108
243386,3.8909,-47,1,7,32425920,135108
244401,3.89,-47,2,7,32425920,135108
245568,3.8906,-51,1,7,32877600,136990
246582,3.8897,-49,2,7,32877600,136990
247596,3.8884,-51,2,7,32877600,136990
248610,3.8906,-53,1,7,32877600,136990
250255,3.8875,-54,3,7,32877600,136990
251272,3.8866,-44,1,7,32877600,136990
252288,3.8859,-47,1,7,32877600,136990
253303,3.8875,-45,1,7,32877600,136990
254318,3.8881,-48,2,7,32877600,136990
255334,3.8822,-47,2,7,32877600,136990
256512,3.8856,-55,2,7,32487120,135363
